3000 20000
-2935 2361 -1448
2843 -2186 -547
-2134 1285 2256
2603 -578 805
-2004 -2988 -2562
-1623 1616 2850
1834 -1038 1889
2316 -1776 1720
-148 -844 538
797 -817 1407
-323 821 2071
-548 2126 2998
-1748 -867 -1965
-1121 -1334 -2287
-1257 -2104 2343
-2583 1153 -2970
2914 654 1672
1209 874 2206
1743 2627 -941
2174 -675 -1314
892 -2933 248
1098 -1057 -2002
196 1122 2250
784 -421 1366
1522 404 -2189
-773 2665 613
-37 -2308 2612
2613 1555 1503
-2490 -869 -1522
227 -1137 2825
1847 1765 1624
1117 -1151 -569
50 1481 666
-295 592 -2291
-2464 2795 830
1435 -506 -1259
1859 -2077 -2885
2118 -215 1581
-1603 1121 504
626 -1655 -540
-1184 -1139 -2852
-1701 -2951 -1222
2075 -2871 -2439
-1148 532 2375
131 831 390
-976 2640 -955
1093 2631 957
2730 558 -923
1859 -2582 3
-1247 -1456 745
2628 883 2273
360 395 -68
-1608 -2578 1277
-2650 -2440 -1787
-2980 2194 -961
2999 -1482 262
1735 1457 -1042
2074 1201 -2796
-1811 -51 -37
-2855 489 -2595
-915 -2208 2036
-1167 -190 -423
-1009 2860 2951
2596 -485 -2056
-1520 778 -858
2551 2376 -500
-2767 -1922 619
643 -1167 -2516
2722 768 -1956
2670 2031 -1924
1021 2026 37
-1362 -2825 -258
2180 -2149 -2341
-1945 -2839 1955
305 -1629 -754
-1757 2809 -749
-1806 2640 545
-1329 -38 1552
-786 1802 2836
-221 622 -2132
2493 -255 -2453
2540 -2634 -830
1059 2927 -1776
603 586 1955
-744 -2673 2543
-2493 2567 -552
-2416 -1513 359
708 -279 1290
-601 1665 -1719
59 1083 -673
-2815 -1053 761
2931 406 1922
-1320 1354 -2060
-2543 2233 500
-412 -2263 541
1391 611 206
-1944 936 1667
1578 -1089 1789
1002 2637 2753
-2595 1796 649
-741 2173 2507
-1288 -2142 -1925
-1079 1285 -2774
-2593 759 1122
-1923 2867 -2475
586 349 -2172
2519 -1225 -1902
-2414 1135 832
-970 2777 -548
-2254 -976 -2554
1769 789 1042
-381 -1090 -1063
562 1124 -6
1031 -2887 1403
-1083 2584 1503
-2853 -1091 -955
-1871 1132 738
-1819 817 1651
240 2840 -1364
388 2480 -2504
-2582 -2009 1643
-620 -2609 1005
2663 -1622 -2399
-884 2809 -719
-406 -2714 -111
254 532 -146
-1117 -2746 2086
-474 1382 -1322
2643 -675 1387
-2605 -2458 1632
744 2382 -509
1467 -2580 -2492
2852 -642 266
807 -1458 2897
801 -2231 -2727
-1428 2976 2774
234 1217 932
-1130 -2030 2144
-2779 2414 -627
-2780 -2457 1477
-2781 -769 -916
-86 63 577
272 2113 2712
405 -2215 -151
120 140 2568
-1548 202 -1334
1251 -1887 184
-2543 948 -477
2713 1914 334
2948 766 -767
1572 -1640 -1076
-665 180 -2913
-2744 -1047 2232
2114 -2831 586
1074 -2784 -2877
-1230 -1163 1471
-1 2390 -1521
-2401 732 -1587
195 -1382 -1892
-2719 -1918 714
-2380 -914 -2992
2539 -1334 -371
66 -1186 336
-2725 -2850 2902
-1659 -2699 -632
1067 2660 2176
2328 -1394 1358
2170 426 2965
-2977 -459 -1749
-185 827 1590
2367 51 2442
-2981 -162 34
2141 -925 125
-2001 1715 2977
-678 -1048 -498
31 22 992
-1700 1631 177
1653 -1616 87
-133 1510 1580
2565 2858 -1264
-1277 1250 778
-1811 -1422 -1748
-675 781 -723
-338 1839 -481
2711 -2741 -1969
-2623 -2820 911
1593 770 -2025
1379 -2431 870
-1194 1927 -1081
2675 -1594 797
1440 -1884 -2562
245 2374 826
-194 2780 1618
2347 428 -499
-1672 -2993 -1692
-1390 -2906 52
-634 -320 -1488
-1031 -2517 2655
-2299 -2361 2583
2295 -2499 -1383
2115 656 614
-20 891 1930
-729 2154 -1586
166 1797 -341
2342 -2304 2608
-747 -1409 -63
-1493 -74 -1533
-561 -2695 -1398
2151 -2669 2453
1490 1203 -1468
-1947 1393 -1830
977 -457 2262
-854 -1045 -2153
2488 -666 2378
-588 683 -2461
-1891 2622 -2616
-1889 -2277 380
552 -2679 -325
-1004 -1864 1493
-678 -1289 -1185
-1176 2906 1574
1414 -29 1745
813 -573 -906
1513 953 -1276
-369 -774 1031
-2749 434 459
-1003 2533 -1049
-459 -128 257
548 -2184 -1811
-583 1669 1598
379 -1797 -2357
-293 2505 1238
-2983 2857 -508
1487 2297 1269
899 883 1377
1211 1857 -2731
-25 2613 -2620
-2019 -1163 -1021
-594 1473 2630
1977 -485 47
706 -1756 2071
-376 -1838 1758
-2643 -607 -1214
-126 -1004 369
2437 1159 2225
543 2152 76
-958 2091 -2259
-1451 -2825 -2588
-2788 2243 -1566
1064 -109 1244
-2139 504 -125
-239 2401 -1924
-2649 -2344 1687
-706 367 -641
1319 1085 -381
-2789 -1103 1249
-2060 2766 2832
-2500 441 656
2321 -2796 127
2358 30 -1359
-909 -1415 -2631
1416 209 1227
-1147 523 1834
-946 -1373 229
-2071 1352 -2491
-1809 80 1427
2088 1199 -569
53 2690 -1294
-1495 315 1659
-1171 1344 194
949 -2608 -539
-807 1854 -2316
-1653 1979 -2065
46 -2180 141
-2436 2839 -138
1269 2050 2281
376 1718 2253
932 2841 2875
-1900 -1642 -557
-1603 1401 2794
990 -366 2835
1163 -2190 -2882
-954 258 -2559
-1884 1364 -1297
2890 1372 -196
1159 1939 -2212
-2586 1504 653
-645 910 2918
82 2553 788
1174 -789 -2407
1522 -2222 -501
2245 2229 -440
1286 1968 1138
519 -1410 -2844
-2185 -2748 -2676
-2038 1204 2078
-2986 1283 2568
-1911 -877 84
1914 -250 -1292
-1822 2886 -2688
1328 1073 -2844
-2691 2862 -2496
2115 -2990 -1781
1000 -2195 -481
-2906 -2186 2652
2405 2756 -2270
1839 -1444 1991
-2797 2062 276
261 -2085 -2891
-1801 428 -58
-808 2947 -14
201 1711 -2472
1611 1075 -2828
52 2766 2935
-859 -1505 -1437
-1602 -2352 2372
2213 1021 1895
1487 -1335 2721
876 -1237 -1949
2559 449 432
726 1628 2813
-734 -1025 -444
2652 -80 -1207
-431 -1126 765
1517 1616 2535
2019 -513 2098
-1782 1644 2417
-880 1593 1102
-349 1681 -441
-2623 -1909 2247
1996 866 -704
-358 2269 2389
-1613 -2020 1608
1641 -1364 -1207
-376 1950 1030
1216 1930 1637
-2563 -2837 -2388
1457 992 2027
1319 -2600 -2847
1274 -326 2208
-1587 -711 2928
-225 979 -2127
809 2228 2413
-892 -2171 2280
1544 86 449
-2587 -934 1301
-2027 -1124 2996
2189 -792 1854
-786 -1472 -2354
-2783 1201 3
317 2062 2952
-630 -735 61
812 70 -2702
2188 -2938 -932
-916 -694 2078
-2675 -676 2277
1523 2825 -971
2122 1712 -1640
-1645 2476 -2728
2921 -1437 -2112
1832 2615 910
-359 -160 2174
2955 -2518 2104
-1405 -2986 436
-968 1600 -2151
34 -1283 -643
976 128 2711
1070 1614 1219
1980 -2608 -136
-708 -1057 -1043
-426 -895 -474
-630 2961 1745
-1247 -793 -2114
-2658 -897 2728
992 -1254 951
2078 -1392 -1785
-1191 2695 -1427
-1254 -618 204
-2800 -2214 1308
-875 -2667 -737
985 -919 -661
116 1880 -1843
-1994 -2362 -485
2572 2077 2220
-1140 -801 -583
1407 1001 2012
-2515 1529 1539
901 -447 1878
-2131 565 -678
1923 -324 279
831 1766 160
-1325 -1574 -884
-591 827 -506
-391 2716 -564
-2395 -2278 -2547
-1374 -1931 2085
2836 400 -2645
1534 -1259 600
-1590 -2146 -1192
-1229 1090 -1154
2356 -73 -2924
1244 -1819 1306
-1330 194 5
-135 -1415 -46
2037 -831 -2989
-57 -2848 -868
2095 -409 1580
-1385 2473 978
-2968 1132 -302
696 -2396 -2059
1522 -426 1621
-801 824 -1483
1460 -2335 -187
808 -1072 -2944
193 2341 993
941 2458 1724
-20 -1925 -924
1017 -627 -919
-830 1470 2227
744 -141 1168
1732 -742 -93
2186 93 -2626
-2570 -1488 346
1328 -2216 -1247
-1589 233 936
315 -2111 1235
-2362 -2355 -207
-2464 1179 2410
-2704 -954 304
987 -1380 325
-1370 -1820 -2031
-2861 586 -1642
-1570 -2161 1217
588 -2899 1232
-1962 -1017 -159
1290 512 329
-1958 314 2126
-232 -1246 -570
-2332 -800 -1786
-1498 -996 -2025
-1250 19 1485
-958 -2519 1251
-550 1988 -756
358 -2022 -2857
-1677 2070 2395
2240 2459 1583
338 337 215
-2321 2836 -1091
907 -1122 2517
-87 2988 -897
-693 -1422 -184
-304 2062 -2947
2121 969 -1648
-1853 2148 970
-2005 468 -2069
682 -1789 -1356
-2981 -2705 334
-1225 2633 -1645
1503 1312 1243
2764 2498 -2328
-2796 -943 2522
1322 -1969 -1464
1150 -2571 2181
-2488 1691 226
385 -999 -1108
1133 529 2637
-2698 2965 1003
-1384 -1468 -771
196 312 2662
1588 -584 -1795
927 2314 -1120
-2310 1025 -2240
-812 -1315 -2158
-399 2244 -1549
1247 2838 -1536
1070 -2744 1341
2362 -795 -1194
-381 843 -2975
-2824 -572 -1768
2937 -589 685
2370 243 1870
1543 2979 2715
2675 -291 1074
2423 -1113 2622
424 2746 1304
-981 -2889 -1022
2506 -1799 2777
388 2177 1637
-2450 171 -847
891 -1194 -1431
-2968 -798 357
-438 1126 -985
1991 -2855 -421
-2953 1033 -1317
-9 -1018 -2286
-515 -467 -2416
-2553 -801 659
461 -196 -1170
27 -1039 2612
-1997 -2235 -2150
-1674 171 2026
861 -2396 -542
-246 -923 1077
-1424 28 1198
1484 2777 325
890 -2610 428
2252 -2832 666
-54 1506 1913
166 -2053 -617
2574 2311 -295
745 756 2296
2282 2849 -1697
2096 2339 867
1848 -1356 -1556
-149 -2327 2950
1425 -2062 2875
1512 1542 2422
2433 2770 -2196
-2242 -1999 2391
-733 1630 -1101
2338 706 2068
-910 1537 2427
540 -353 -1102
-2903 2605 2550
-1750 -1146 419
2733 2418 -2111
2605 1380 2609
-1217 -1824 -578
-1238 -281 1592
-579 -2748 -2957
308 386 -2834
2059 712 -615
-366 2938 -36
-2015 2064 -1368
-2271 2171 -2552
2243 2431 -2484
-1110 627 2039
469 2781 -1887
-1913 -693 -2319
-1947 2230 -2474
1257 -1355 -1875
-875 -345 1243
-2635 1456 1443
-1200 483 2342
1016 2192 313
-148 1385 -1871
452 634 2585
-205 -1303 2240
-81 1117 1814
305 2727 71
592 -1157 -751
2785 1432 -654
-1469 1379 -219
1120 -920 -1246
670 2813 1580
2295 1930 1901
412 -1644 1529
470 710 484
-516 2898 -116
-49 2056 -1068
1058 333 -1036
756 2405 1082
1295 2023 2329
1758 -1678 -2362
-1753 -1992 2023
-2420 1170 -1467
-1219 -1791 -896
-2097 -927 -2372
-2585 -2127 1459
-1274 2132 1887
-2175 -2389 -2528
2044 2837 -1508
-523 1631 -229
1326 -1278 -1876
-2594 -613 2467
1587 -2363 -1655
-282 -1057 -1908
2140 -651 2096
-880 -429 -2225
-2212 1814 11
-2950 644 -264
-1498 -2316 -2837
-513 -869 478
-1276 1884 -13
494 -52 1372
160 849 -119
-1374 679 -11
-1061 -187 1448
-2757 1681 390
-2876 -14 2815
2659 2806 -1375
1166 -580 -1557
1578 -2311 -2544
1374 -1860 2608
74 1923 1569
-555 -2843 -1374
-2036 -2017 -576
-405 1984 -2619
-2135 523 1600
546 -281 -1003
-319 589 -85
-2837 1668 -2848
2567 1218 1363
1613 -2138 214
420 -559 -1524
-2276 -1758 888
1858 -2183 -2508
2801 1760 -1851
-2703 -161 102
1344 -1886 1977
1724 -2082 1155
1656 2174 -1996
-1645 2150 1894
128 410 730
-2204 -813 -1690
-2352 1845 2737
-1935 2140 -1378
523 2912 -2647
282 -2006 -1425
81 -149 -2462
-2748 36 -1783
1908 1598 1737
1834 -1407 2333
490 1859 2219
1045 220 1579
2590 -2146 1661
-1046 2863 1661
1331 1756 -2831
-2754 -1272 732
1650 2969 633
707 -2395 2565
-228 -2174 -1611
-2050 -961 1845
-122 -1393 -2759
2930 -54 1596
1816 -1598 -2283
94 1846 -1734
-2974 1111 1496
-630 1797 -1810
2283 2302 1158
-1539 274 1989
-1859 2729 1884
2028 -2208 737
168 -2825 2911
-1168 -2048 179
-1790 93 2363
2314 2057 995
-772 -2975 -526
292 -1424 -1289
-824 -2965 -2775
-1181 496 -651
-2594 -1383 -11
-1817 -2517 -458
-638 -291 -2382
-2407 -1044 281
-1100 1332 -919
-869 1465 -913
-2389 -2550 1938
750 -665 425
-2343 -2157 1698
215 -2469 -1279
-928 624 -342
-355 15 -2154
1933 -2639 -846
2853 -1900 -3000
-2886 1396 -1669
1329 1586 2717
-614 2102 1757
-2800 2841 1776
2344 -2599 1012
-2872 -321 120
2049 -1553 -2826
1091 2117 -1121
-1204 943 -487
143 -2796 82
-960 -19 -2455
-2142 -480 -638
-627 -1068 101
-2264 441 -2401
1168 -537 -396
-901 -1593 -1150
-886 495 1601
-1436 2484 1519
-2312 191 1558
2791 -1985 -902
2975 -2113 1294
2909 -524 -1445
925 -1723 -2502
-250 -2011 1464
-1198 2338 657
-1130 -1445 -1226
-253 -799 -263
-720 2556 175
2276 -1637 -603
2960 1246 2461
1672 -2438 -307
-1122 -500 -494
-1751 -1400 1717
1546 749 -1508
1827 1306 276
-106 -2195 1882
2610 1532 760
1337 -930 1100
407 2375 -2629
1097 -808 -2151
-2908 -1195 -2671
1177 702 -2407
2549 2656 -315
-1611 2224 -398
2556 -707 -2157
-2394 -1788 2795
-393 2752 1618
-2443 -1473 2592
-2377 1970 2336
-313 -1678 -2513
2798 928 1442
-2923 537 -1451
796 116 2080
1814 1326 -1895
-53 516 -2370
714 -964 -859
-1283 -912 2353
-329 1609 2185
2671 -2 -1365
-2600 2605 -1824
1821 1458 -1024
1874 679 2128
-1972 -420 896
-1531 158 2060
-2782 -2125 2575
1223 -902 896
-2681 -147 2559
-2217 -652 -2371
2608 314 2745
356 -2939 -2356
2937 -1656 -1450
883 153 -993
-958 -1837 -2287
1574 -1818 -2919
2370 2246 -999
1168 885 -1929
1278 1594 -82
-2327 -895 -256
-1795 1107 -2338
1813 -2277 -2458
-2506 -418 583
-199 -1983 2722
-138 229 1208
562 2439 1391
-2209 -777 2990
252 2927 1048
1211 -1890 -2777
2851 2045 1753
-2266 2384 -1065
-1183 1737 -1056
1293 654 2657
-992 -1455 2412
-1164 2769 2179
-2652 -1281 2630
732 -2392 -971
2140 -2106 273
-1899 -776 -1056
-2470 2702 -476
-722 -2419 2958
-664 2295 -1786
1991 1760 1235
-1407 648 -2326
317 1706 2596
-1997 -933 1386
-2456 -469 1629
-937 2324 -1496
-551 142 641
1258 434 -1471
1914 2731 -2555
1303 1458 2276
1792 78 -2673
1852 2523 2815
-2804 -2416 -1346
1467 -2193 -2942
785 1479 1599
-2275 2109 -2853
1136 233 1178
284 -2161 2316
579 148 1884
1656 2384 -2544
1517 -53 -173
-82 -1711 975
2885 -254 -1806
1005 911 -244
-919 -1157 2513
-790 -1437 -1100
-1748 2368 1657
-815 2731 -1007
2990 -2209 -2061
-2788 522 -2046
2048 -128 -2174
1902 -1653 -287
-1447 2927 -1788
2770 -232 693
-306 1175 -2227
298 1879 195
-849 -2689 -2525
-1719 -949 -2790
1754 2893 -2057
1721 2093 -2967
-2354 -2745 -2889
-1372 1112 -1000
1941 2553 65
-1874 46 -824
-209 677 -1173
-366 1696 -165
-604 -1602 1554
-2398 1155 2336
2350 475 1044
1582 -1690 833
2520 -1869 967
2429 2163 -2315
-1356 -1909 1353
-1279 51 2474
2595 -567 -1121
-1412 2500 1646
-1444 -607 -989
-1774 -2635 808
-883 -1546 1469
-249 -2271 -322
2828 1977 2404
1635 -846 1713
-2528 -1830 7
-530 383 -1987
1285 -1915 100
-2772 -2240 -528
-842 1600 -1354
979 333 1338
2509 2246 -2094
2740 120 2187
1101 80 -92
-1658 -976 830
1085 1203 -755
2864 -2373 2723
183 -1843 569
315 810 -495
-1675 2304 -2818
-266 1449 -2034
2946 -2957 -1790
-523 -1267 -1349
2450 532 551
-2491 -228 -2013
-1670 1326 -2724
1416 2615 -1831
-1351 807 -2079
1787 -2863 -2629
1967 -2661 -1038
2511 175 -200
816 -2427 -2461
267 1331 -655
483 2198 2581
2800 -1121 -2017
-1041 -2748 1283
368 -2436 996
-1526 1358 -2195
-200 -798 1874
-311 -454 -2409
1576 478 315
-421 1158 -132
-1291 -1417 -2075
-2610 -720 250
1997 2577 -1493
-125 718 314
1228 1812 1762
-2240 677 -2224
-1096 1472 2307
-1711 2823 -558
-808 1456 2028
-1173 2271 1624
-2960 2363 2909
-2656 -214 -1051
-2604 1859 1012
-3 1946 1015
1183 -57 -786
-1325 -859 1394
1047 -2671 -47
-2741 2142 -2653
2581 -910 2714
-2637 -346 319
-1084 -1661 2553
470 941 1813
1747 -2704 1981
-1698 1036 1286
-2882 2027 680
1619 -1300 1294
2845 -976 -1776
2409 -692 812
633 -2129 -70
2271 -923 -1817
-509 -1043 -79
-2929 2506 1732
212 -2658 -2066
269 -532 456
-889 -2900 963
1590 547 -947
-2547 2227 -1356
-419 -568 -63
-55 -432 1633
2304 -2855 1373
2084 1856 1787
2596 629 -2843
-721 1261 654
-773 1964 1120
1674 1465 -1395
-1371 1999 2414
1098 -709 -1519
1044 2958 783
4 -235 -1013
1515 2097 -718
2607 -1017 -1254
1528 -1872 456
666 455 -882
-2418 1643 -2258
80 -365 882
147 279 2146
-53 -553 -981
448 -1302 2333
-1914 9 -2667
-508 2222 -1939
226 727 1729
2144 -900 911
1270 2419 -677
279 917 1673
2553 -2941 -1731
2419 -1160 881
-2084 -2082 2927
-1839 -218 1040
878 -1641 70
-1700 1160 -1498
-1042 -1992 -801
268 2012 -2269
-1829 -1047 1830
2682 -293 952
-292 1393 -1017
1156 906 2593
-2647 1936 -2978
-2357 1778 1706
-1815 685 383
2964 853 -1384
444 343 2053
418 1624 -2200
2656 1346 2404
-738 -1543 -1196
-1580 2775 -1809
-2956 1092 1734
1315 1376 1808
2789 -1137 -1963
-1138 2473 -1581
1559 1520 -208
-707 -2846 2700
2289 1135 -1181
1408 2420 1779
-889 159 -2719
-2215 2415 -234
2782 -1047 -2140
2620 2015 1932
-510 -549 -1713
629 2572 -782
294 2373 -2125
706 1110 1677
667 1992 1134
409 -2741 -1536
1307 -2034 1380
-187 1623 -616
225 -1108 -2639
2873 258 2337
-1000 -427 -1734
-553 -2730 -2340
2925 2218 -2648
1890 748 -944
1597 2676 128
-1460 2043 -2659
-2095 2590 -246
1607 -1216 2703
50 2148 154
-201 1268 2752
-2788 -2647 2165
2351 52 2576
-250 2690 -2570
207 -2489 1352
-2230 2009 1537
296 -1353 -72
-2141 1051 -2049
1734 2602 -43
1429 -2217 15
1091 2813 -828
-1838 -1367 -2290
534 -1535 2495
2486 2630 486
254 1408 103
-455 986 -818
2198 -1201 327
-1243 616 -883
-1637 2766 -2587
2922 477 -384
-1269 118 -498
-281 273 -285
42 -971 2884
2814 1616 -940
2576 -221 1050
231 60 680
-1212 1381 -2466
123 1468 2301
1637 236 -2758
-1779 -224 -1539
81 2635 -2827
600 -2727 -1482
-541 2381 935
-298 2732 -2210
2015 -1007 -1994
1178 -624 -2524
2394 -577 1455
3 2225 -2348
9 -1056 -1377
-2209 -163 -1030
-2550 1117 216
258 2267 1322
-293 -1435 -382
682 1578 -2831
-2361 -2579 -1679
-741 -2768 1919
-865 -1563 -1474
1364 -2480 -948
2391 -2171 2359
-224 -1826 450
-1607 2465 133
2256 -1820 1562
-212 -2224 -832
-1791 -1937 2762
2078 1501 2627
2090 -1701 1588
-2738 2523 -789
2446 -2912 -2691
829 -2642 2598
1700 1424 -1992
98 -2390 1223
1883 2505 -2623
776 -2211 -938
-203 -2722 1030
-985 356 2471
1956 330 2488
-75 -998 -1958
-2637 -1149 2041
-705 -2976 1591
775 -1605 -1137
-270 437 340
138 1226 -378
2617 -2520 1685
2988 -2571 303
-2339 -2032 -1899
-890 -337 -1957
2490 -1562 1993
1540 2942 1217
2207 2707 -2183
-715 1855 2578
-2455 1032 -2976
-1475 -1461 -20
1853 2549 -2888
1137 -2569 -94
-33 -2711 244
-317 -2983 442
-2530 2496 -2634
-178 -2990 2478
2640 -728 249
-563 -2004 -1894
850 1992 2714
2761 -2906 1845
-1454 719 -1325
-1561 1323 -1706
-2062 421 879
1133 1777 -447
1195 1013 -2265
-57 -210 -1950
1423 2773 1613
-1371 1198 523
-1714 2937 -1660
-2388 1974 -414
2493 2430 2445
125 2437 -2458
2310 227 -2146
-812 1817 -811
2580 2534 393
-274 2809 -1962
2543 2133 299
330 -978 2457
-2869 -2948 -412
-605 2533 -2188
2939 2140 -1833
2464 -2488 2681
-384 -1837 2938
-830 139 -2956
-26 1647 1865
-909 -821 1851
-108 1294 -1364
2057 -894 1017
-498 -2950 426
-1265 -1704 854
2560 2856 -1379
-224 -1823 -2066
355 2641 -844
567 1755 967
-606 2053 -2082
1085 -1341 2481
2637 766 2584
-2713 29 -2675
-451 -1207 569
1046 -2205 -2868
-1334 -1123 -1432
-845 2059 2413
-1869 -1237 -1243
-2877 -1131 1202
-2526 1406 541
748 -675 -1205
-271 2092 -649
387 -1632 -1047
218 -1653 108
-1218 -1520 -2095
2755 -648 442
2624 2762 2791
1149 2253 -666
241 1692 2152
1223 1791 1192
-2585 -48 -2881
237 -1939 -1310
2506 -2909 84
-2365 1570 -2074
-2161 -669 -2087
2476 2694 125
1434 1659 1341
-1484 -1890 -2835
-1064 1170 -2445
-1008 -247 -2419
-641 137 -1482
-1727 -263 1600
-1454 1658 1125
782 -828 2007
573 2585 192
-1087 -1570 1561
510 -1527 -2000
-1011 62 -838
523 -2869 2636
-133 -2261 -160
-951 1749 -1383
-1585 -2984 2977
-1870 1295 165
-562 513 1256
2078 -2708 912
-1632 -132 2616
-2442 1706 -205
2933 -410 -1115
-2140 -2975 -553
2171 3 -2400
670 1389 1099
-1316 -2249 1314
-726 1891 -2485
468 -98 583
-407 -1008 -2542
-1535 1110 1028
-1185 2048 514
-2072 -2412 1872
-2858 2609 2182
-431 -2066 2570
-1783 2723 -2480
-2093 -2014 1535
-255 -1940 2593
1183 -2350 1406
-1750 2500 -880
2233 2303 -269
-1328 283 -1039
2944 778 -2518
-273 1218 1961
-1503 -2380 2265
-2272 376 1463
-2854 735 -2079
-2077 -1351 2550
2576 -2581 2591
1207 -828 -1308
-2102 903 -2603
271 558 395
-2504 -433 -777
-960 -1918 -1318
203 1502 610
2956 2202 1893
2151 2505 2959
158 -2432 20
2996 511 -1593
-93 1574 -36
-2064 -2073 909
-841 -913 275
1834 2886 1548
-2159 -2903 -1330
-1690 -806 2784
-1907 -2077 -591
-2757 736 -1628
2167 -1011 1806
-2359 2298 -511
2937 896 452
2615 -1265 2651
260 -798 -98
390 887 -2551
2725 -954 -2719
-475 2136 409
-460 -1619 1938
-2266 -247 2810
790 -1097 1495
-597 -280 31
-2315 233 -1213
385 -1913 -1709
146 819 722
-2688 454 -1554
-432 -2600 1994
804 -888 -708
1117 1935 1544
-1913 -2241 613
2185 -119 -621
1600 2228 1280
1940 -2991 571
-2754 -1186 1728
631 1463 868
1165 -2272 2119
-2641 1752 -2890
1594 1823 388
-2542 1597 1165
688 2625 1776
-2743 -225 -2733
518 -2467 621
-330 717 -1637
-796 216 1322
-2950 2208 -1546
-2092 1633 381
1703 525 -2526
-1416 2690 -398
1457 455 1537
-923 -486 -2580
1621 -2706 -2894
-2791 -149 2492
-2671 413 609
-1906 -751 -1908
-1105 -817 -898
-487 479 2155
2161 195 1988
-1321 -2417 -2729
-598 -322 -503
-2382 -1739 -696
-2224 -507 -1661
-1724 658 -2787
-1493 -2231 -1317
-3000 2506 -2543
-654 122 -1289
1682 410 599
-1387 -1499 1957
743 410 2031
2508 -687 1754
-980 -1368 199
-2192 2839 -224
-2084 -1909 -211
1090 -297 995
1556 -2529 1964
-1174 368 1010
6 -2830 -494
-2071 2278 -2579
1209 -940 1320
-2605 -795 904
85 -2509 1662
-2770 483 2977
-2055 -295 -1411
37 -1862 -2949
2171 -1804 678
-1974 -827 -1335
-1098 -2424 -2137
-41 1802 1549
941 2669 -2600
712 894 1067
-841 -993 2407
-2108 1212 2851
-2604 692 -25
-1789 2512 522
-80 1928 1815
2794 863 2532
2632 -2141 -1858
2288 1331 -2836
2220 -2257 -351
-1717 -2274 1130
2585 -774 -2765
-1947 716 -1252
2446 -1168 -2160
664 -955 -2174
-2989 -520 2525
833 2147 -310
-516 -2526 2107
466 -1454 2134
-2672 -1943 -1714
1420 1877 -1816
-2130 -1155 2466
63 1096 1230
2512 -766 81
2032 -1993 944
-1034 -2897 -413
-1618 1315 -1374
-2623 -919 -265
-1931 -2361 -1652
-2590 -2259 2240
1248 17 -2055
-590 -2888 1668
-1626 428 -587
-2230 2422 -2617
1512 -1165 1865
-2200 -1538 -2536
1345 -2006 -2882
1251 -1609 1087
114 1824 2796
-339 -2471 1849
1039 -1522 202
374 -1227 648
737 2186 -1992
-2587 2993 956
-67 1363 673
-1846 -692 1849
1738 924 -970
2537 262 2123
-2509 2995 1427
1919 1074 -2663
-2671 -1590 1639
-846 -215 -2810
2007 -2588 1517
1275 -2681 -322
-2427 -1538 -2655
461 1583 -662
-81 1512 -1243
1362 -631 -2687
-2291 -773 -32
1626 2870 -951
-2281 -2266 -1743
1036 586 116
-2913 -2683 2311
-1317 -2228 -2029
1858 -373 1531
-2469 -419 1469
2386 2968 1775
-2656 -316 -877
2907 -73 -839
-1771 2127 514
-1136 -1454 2979
-1432 -2971 232
491 1600 1098
-2964 101 -1454
-2557 932 754
-2289 -2128 66
-1595 1270 1244
2562 -383 -1808
-1969 -1950 -2018
2038 -2231 2724
-2045 1209 -1378
-810 -683 -1479
-2707 2901 -777
-1515 -2684 2641
-1754 -933 -1748
-1017 229 662
625 1719 -2035
-373 -623 878
1059 -922 1407
-1241 -1980 -1243
-2720 -1258 -797
-976 445 2224
1614 -1255 1553
1368 2828 -632
284 1403 -1028
1360 -60 -1740
-1411 -899 -2621
1787 2271 -1721
-1996 -155 2350
1567 -1923 -231
-183 1077 -976
-1174 867 -2906
441 -648 -2771
-1349 479 762
-2331 -1748 2020
1566 -1711 -705
-1160 -409 -1466
423 2630 1891
-2435 909 1767
1496 2158 -2701
-700 2400 712
181 2696 2727
-232 1788 -2603
-752 -2324 812
1593 1525 2235
-550 -1057 298
-1648 376 -1086
-1365 -67 -368
805 1193 1553
2197 -1453 1061
2477 2171 -594
511 1066 2003
37 -2410 1387
18 -1932 2165
360 1292 915
1847 861 403
358 853 1365
-159 2052 2408
7 778 -1823
-1886 555 -2981
2533 -1084 -2023
-1401 -1951 560
-980 625 -1600
1748 116 1409
1640 2319 805
2887 784 -2007
-1148 2830 -881
1816 2192 2080
-966 -1609 2422
2096 -1971 -789
921 2988 239
999 1659 2727
-2091 752 -371
-295 -531 1640
-38 2236 1400
1086 -226 -335
2995 -437 508
1278 235 2885
914 -784 -568
-237 -2977 -654
2315 -85 1855
602 360 1854
524 -1488 1952
2961 2675 2828
-1452 2469 230
-2024 342 -375
1761 -1063 2964
-1994 -1859 -1938
-423 2314 288
-510 656 -973
2273 -2007 1702
-739 -2129 2411
-2328 -1809 143
375 -2457 65
-2179 2142 -3000
503 -2816 -2878
-298 -33 -1300
2453 -1206 1037
-1141 2688 1834
-1387 569 2317
-2246 -2338 -736
630 -1691 -1895
275 -411 -122
-2006 2865 -534
977 -2569 -2391
